 0.00000E+00 9.00000E+00    2251 4.00000E-03
 Log T         HIci          HeIci         HeIIci        HIIrcA        HeIIrcA       HeIIIrcA      HIIrcB        HeIIrcB       HeIIIrcB      HeDrc         HIIrccA       HeIIrccA      HeIIIrccA     HIIrccB       HeIIrccB      HeIIIrccB     HeDrcc        HIcic         HeIcic        HeIIcic       He23cic       HIcec         HeIcec        HeIIcec       
               hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         cen92         cen92         cen92         cen92         
 4.45200E+00   4.17903E-11   1.55992E-13   2.10996E-19   1.98593E-13   2.13889E-13   1.09722E-12   1.04333E-13   1.19856E-13   6.88759E-13   2.18992E-17   5.60668E-25   8.36128E-25   1.35026E-23   2.36006E-25   4.68536E-25   7.42898E-24   1.43204E-27   9.10511E-22   6.14526E-24   1.83967E-29   8.21658E-29   7.49006E-21   6.61535E-28   3.35626E-26
 4.45600E+00   4.41867E-11   1.72144E-13   2.60040E-19   1.97184E-13   2.12605E-13   1.09018E-12   1.03455E-13   1.19031E-13   6.83642E-13   2.51868E-17   5.61418E-25   8.38797E-25   1.35344E-23   2.35860E-25   4.69616E-25   7.43479E-24   1.64703E-27   9.62723E-22   6.78156E-24   2.26730E-29   8.33878E-29   7.77020E-21   6.62271E-28   3.89204E-26
 4.46000E+00   4.66985E-11   1.89807E-13   3.19885E-19   1.95785E-13   2.11328E-13   1.08318E-12   1.02584E-13   1.18211E-13   6.78559E-13   2.89276E-17   5.62165E-25   8.41474E-25   1.35662E-23   2.35712E-25   4.70699E-25   7.44055E-24   1.89165E-27   1.01745E-21   7.47739E-24   2.78908E-29   8.46137E-29   8.05795E-21   6.62978E-28   4.50699E-26
 4.46400E+00   4.93300E-11   2.09106E-13   3.92770E-19   1.94394E-13   2.10059E-13   1.07622E-12   1.01720E-13   1.17398E-13   6.73510E-13   3.31779E-17   5.62908E-25   8.44160E-25   1.35980E-23   2.35562E-25   4.71784E-25   7.44625E-24   2.16959E-27   1.07478E-21   8.23769E-24   3.42457E-29   8.58432E-29   8.35340E-21   6.63658E-28   5.21180E-26
 4.46800E+00   5.20856E-11   2.30176E-13   4.81374E-19   1.93012E-13   2.08797E-13   1.06931E-12   1.00862E-13   1.16589E-13   6.68494E-13   3.80005E-17   5.63647E-25   8.46854E-25   1.36298E-23   2.35410E-25   4.72871E-25   7.45190E-24   2.48495E-27   1.13482E-21   9.06774E-24   4.19711E-29   8.70761E-29   8.65666E-21   6.64309E-28   6.01850E-26
 4.47200E+00   5.49700E-11   2.53160E-13   5.88890E-19   1.91639E-13   2.07543E-13   1.06243E-12   1.00010E-13   1.15787E-13   6.63512E-13   4.34649E-17   5.64382E-25   8.49557E-25   1.36616E-23   2.35255E-25   4.73961E-25   7.45749E-24   2.84229E-27   1.19767E-21   9.97318E-24   5.13454E-29   8.83122E-29   8.96783E-21   6.64933E-28   6.94052E-26
 4.47600E+00   5.79877E-11   2.78211E-13   7.19118E-19   1.90274E-13   2.06297E-13   1.05559E-12   9.91653E-14   1.14990E-13   6.58563E-13   4.96481E-17   5.65113E-25   8.52269E-25   1.36934E-23   2.35098E-25   4.75054E-25   7.46301E-24   3.24662E-27   1.26341E-21   1.09601E-23   6.27000E-29   8.95512E-29   9.28698E-21   6.65528E-28   7.99292E-26
 4.48000E+00   6.11435E-11   3.05493E-13   8.76572E-19   1.88918E-13   2.05058E-13   1.04880E-12   9.83267E-14   1.14198E-13   6.53647E-13   5.66353E-17   5.65840E-25   8.54989E-25   1.37253E-23   2.34939E-25   4.76149E-25   7.46849E-24   3.70353E-27   1.33217E-21   1.20348E-23   7.64284E-29   9.07929E-29   9.61423E-21   6.66097E-28   9.19250E-26
 4.48400E+00   6.44422E-11   3.35181E-13   1.06660E-18   1.87571E-13   2.03827E-13   1.04205E-12   9.74945E-14   1.13412E-13   6.48764E-13   6.45202E-17   5.66563E-25   8.57719E-25   1.37571E-23   2.34777E-25   4.77247E-25   7.47390E-24   4.21915E-27   1.40404E-21   1.32044E-23   9.29974E-29   9.20370E-29   9.94964E-21   6.66637E-28   1.05580E-25
 4.48800E+00   6.78889E-11   3.67462E-13   1.29555E-18   1.86232E-13   2.02603E-13   1.03533E-12   9.66687E-14   1.12631E-13   6.43914E-13   7.34067E-17   5.67282E-25   8.60456E-25   1.37889E-23   2.34614E-25   4.78347E-25   7.47925E-24   4.80026E-27   1.47914E-21   1.44761E-23   1.12959E-28   9.32834E-29   1.02933E-20   6.67151E-28   1.21103E-25
 4.49200E+00   7.14886E-11   4.02533E-13   1.57090E-18   1.84902E-13   2.01386E-13   1.02865E-12   9.58491E-14   1.11856E-13   6.39096E-13   8.34087E-17   5.67998E-25   8.63203E-25   1.38207E-23   2.34447E-25   4.79450E-25   7.48455E-24   5.45431E-27   1.55757E-21   1.58577E-23   1.36967E-28   9.45318E-29   1.06453E-20   6.67637E-28   1.38726E-25
 4.49600E+00   7.52464E-11   4.40608E-13   1.90149E-18   1.83580E-13   2.00176E-13   1.02202E-12   9.50358E-14   1.11086E-13   6.34310E-13   9.46517E-17   5.68709E-25   8.65958E-25   1.38526E-23   2.34279E-25   4.80555E-25   7.48978E-24   6.18952E-27   1.63944E-21   1.73576E-23   1.65791E-28   9.57819E-29   1.10058E-20   6.68097E-28   1.58708E-25
 4.50000E+00   7.91676E-11   4.81910E-13   2.29770E-18   1.82267E-13   1.98974E-13   1.01542E-12   9.42287E-14   1.10321E-13   6.29557E-13   1.07273E-16   5.69416E-25   8.68722E-25   1.38844E-23   2.34108E-25   4.81663E-25   7.49496E-24   7.01488E-27   1.72487E-21   1.89848E-23   2.00337E-28   9.70336E-29   1.13747E-20   6.68529E-28   1.81334E-25
 4.50400E+00   8.32576E-11   5.26680E-13   2.77177E-18   1.80962E-13   1.97779E-13   1.00886E-12   9.34277E-14   1.09562E-13   6.24835E-13   1.21424E-16   5.70119E-25   8.71495E-25   1.39162E-23   2.33935E-25   4.82773E-25   7.50007E-24   7.94025E-27   1.81399E-21   2.07484E-23   2.41671E-28   9.82865E-29   1.17523E-20   6.68935E-28   2.06922E-25
 4.50800E+00   8.75220E-11   5.75172E-13   3.33803E-18   1.79665E-13   1.96592E-13   1.00234E-12   9.26329E-14   1.08808E-13   6.20146E-13   1.37270E-16   5.70817E-25   8.74276E-25   1.39480E-23   2.33760E-25   4.83886E-25   7.50513E-24   8.97646E-27   1.90690E-21   2.26588E-23   2.91044E-28   9.95405E-29   1.21385E-20   6.69315E-28   2.35823E-25
 4.51200E+00   9.19661E-11   6.27654E-13   4.01330E-18   1.78377E-13   1.95411E-13   9.95862E-13   9.18442E-14   1.08059E-13   6.15487E-13   1.54992E-16   5.71512E-25   8.77067E-25   1.39798E-23   2.33582E-25   4.85001E-25   7.51012E-24   1.01353E-26   2.00372E-21   2.47263E-23   3.49920E-28   1.00795E-28   1.25334E-20   6.69668E-28   2.68423E-25
 4.51600E+00   9.65958E-11   6.84415E-13   4.81720E-18   1.77096E-13   1.94238E-13   9.89419E-13   9.10615E-14   1.07315E-13   6.10860E-13   1.74786E-16   5.72202E-25   8.79866E-25   1.40116E-23   2.33402E-25   4.86119E-25   7.51506E-24   1.14297E-26   2.10459E-21   2.69624E-23   4.20012E-28   1.02051E-28   1.29371E-20   6.69995E-28   3.05151E-25
 4.52000E+00   1.01417E-10   7.45757E-13   5.77269E-18   1.75824E-13   1.93071E-13   9.83014E-13   9.02848E-14   1.06576E-13   6.06265E-13   1.96869E-16   5.72888E-25   8.82675E-25   1.40434E-23   2.33220E-25   4.87240E-25   7.51994E-24   1.28738E-26   2.20963E-21   2.93789E-23   5.03321E-28   1.03306E-28   1.33496E-20   6.70296E-28   3.46479E-25
 4.52400E+00   1.06435E-10   8.12001E-13   6.90650E-18   1.74560E-13   1.91912E-13   9.76647E-13   8.95140E-14   1.05842E-13   6.01700E-13   2.21475E-16   5.73570E-25   8.85492E-25   1.40753E-23   2.33035E-25   4.88363E-25   7.52475E-24   1.44828E-26   2.31897E-21   3.19886E-23   6.02178E-28   1.04562E-28   1.37711E-20   6.70571E-28   3.92924E-25
 4.52800E+00   1.11656E-10   8.83487E-13   8.24974E-18   1.73304E-13   1.90759E-13   9.70318E-13   8.87492E-14   1.05114E-13   5.97166E-13   2.48858E-16   5.74247E-25   8.88319E-25   1.41071E-23   2.32849E-25   4.89489E-25   7.52950E-24   1.62735E-26   2.43273E-21   3.48048E-23   7.19296E-28   1.05818E-28   1.42015E-20   6.70821E-28   4.45058E-25
 4.53200E+00   1.17087E-10   9.60576E-13   9.83857E-18   1.72056E-13   1.89613E-13   9.64026E-13   8.79903E-14   1.04390E-13   5.92663E-13   2.79296E-16   5.74920E-25   8.91154E-25   1.41388E-23   2.32660E-25   4.90617E-25   7.53419E-24   1.82639E-26   2.55105E-21   3.78417E-23   8.57827E-28   1.07073E-28   1.46409E-20   6.71045E-28   5.03507E-25
 4.53600E+00   1.22733E-10   1.04365E-12   1.17149E-17   1.70817E-13   1.88475E-13   9.57771E-13   8.72372E-14   1.03671E-13   5.88190E-13   3.13090E-16   5.75589E-25   8.93998E-25   1.41706E-23   2.32468E-25   4.91748E-25   7.53882E-24   2.04738E-26   2.67406E-21   4.11142E-23   1.02143E-27   1.08328E-28   1.50894E-20   6.71244E-28   5.68956E-25
 4.54000E+00   1.28601E-10   1.13310E-12   1.39273E-17   1.69585E-13   1.87343E-13   9.51553E-13   8.64900E-14   1.02958E-13   5.83747E-13   3.50565E-16   5.76253E-25   8.96852E-25   1.42024E-23   2.32275E-25   4.92882E-25   7.54339E-24   2.29244E-26   2.80191E-21   4.46382E-23   1.21433E-27   1.09582E-28   1.55471E-20   6.71418E-28   6.42159E-25
 4.54400E+00   1.34697E-10   1.22936E-12   1.65320E-17   1.68361E-13   1.86218E-13   9.45372E-13   8.57485E-14   1.02249E-13   5.79334E-13   3.92074E-16   5.76913E-25   8.99715E-25   1.42342E-23   2.32079E-25   4.94018E-25   7.54790E-24   2.56387E-26   2.93472E-21   4.84303E-23   1.44143E-27   1.10835E-28   1.60139E-20   6.71567E-28   7.23938E-25
 4.54800E+00   1.41027E-10   1.33287E-12   1.95937E-17   1.67144E-13   1.85099E-13   9.39227E-13   8.50127E-14   1.01545E-13   5.74952E-13   4.37998E-16   5.77568E-25   9.02586E-25   1.42659E-23   2.31881E-25   4.95157E-25   7.55234E-24   2.86418E-26   3.07264E-21   5.25080E-23   1.70838E-27   1.12087E-28   1.64899E-20   6.71691E-28   8.15190E-25
 4.55200E+00   1.47598E-10   1.44410E-12   2.31871E-17   1.65936E-13   1.83988E-13   9.33119E-13   8.42826E-14   1.00846E-13   5.70599E-13   4.88748E-16   5.78219E-25   9.05467E-25   1.42977E-23   2.31681E-25   4.96299E-25   7.55673E-24   3.19605E-26   3.21581E-21   5.68900E-23   2.02169E-27   1.13337E-28   1.69751E-20   6.71790E-28   9.16896E-25
 4.55600E+00   1.54416E-10   1.56355E-12   2.73983E-17   1.64735E-13   1.82883E-13   9.27047E-13   8.35581E-14   1.00152E-13   5.66275E-13   5.44768E-16   5.78865E-25   9.08357E-25   1.43294E-23   2.31478E-25   4.97443E-25   7.56104E-24   3.56238E-26   3.36437E-21   6.15957E-23   2.38886E-27   1.14585E-28   1.74697E-20   6.71865E-28   1.03012E-24
 4.56000E+00   1.61489E-10   1.69174E-12   3.23261E-17   1.63542E-13   1.81785E-13   9.21011E-13   8.28393E-14   9.94625E-14   5.61981E-13   6.06536E-16   5.79506E-25   9.11257E-25   1.43612E-23   2.31273E-25   4.98589E-25   7.56530E-24   3.96630E-26   3.51847E-21   6.66457E-23   2.81852E-27   1.15832E-28   1.79735E-20   6.71916E-28   1.15604E-24
 4.56400E+00   1.68824E-10   1.82921E-12   3.80839E-17   1.62357E-13   1.80693E-13   9.15011E-13   8.21260E-14   9.87778E-14   5.57716E-13   6.74566E-16   5.80143E-25   9.14165E-25   1.43929E-23   2.31066E-25   4.99739E-25   7.56949E-24   4.41116E-26   3.67826E-21   7.20614E-23   3.32054E-27   1.17076E-28   1.84866E-20   6.71943E-28   1.29590E-24
 4.56800E+00   1.76425E-10   1.97655E-12   4.48015E-17   1.61179E-13   1.79608E-13   9.09046E-13   8.14183E-14   9.80978E-14   5.53480E-13   7.49409E-16   5.80776E-25   9.17083E-25   1.44246E-23   2.30857E-25   5.00891E-25   7.57362E-24   4.90058E-26   3.84389E-21   7.78656E-23   3.90625E-27   1.18318E-28   1.90091E-20   6.71946E-28   1.45109E-24
 4.57200E+00   1.84302E-10   2.13435E-12   5.26277E-17   1.60009E-13   1.78529E-13   9.03117E-13   8.07161E-14   9.74225E-14   5.49273E-13   8.31659E-16   5.81403E-25   9.20010E-25   1.44563E-23   2.30646E-25   5.02045E-25   7.57769E-24   5.43843E-26   4.01551E-21   8.40821E-23   4.58861E-27   1.19558E-28   1.95409E-20   6.71925E-28   1.62308E-24
 4.57600E+00   1.92461E-10   2.30324E-12   6.17321E-17   1.58847E-13   1.77457E-13   8.97222E-13   8.00193E-14   9.67519E-14   5.45094E-13   9.21949E-16   5.82026E-25   9.22947E-25   1.44880E-23   2.30432E-25   5.03203E-25   7.58169E-24   6.02886E-26   4.19327E-21   9.07358E-23   5.38243E-27   1.20794E-28   2.00822E-20   6.71881E-28   1.81350E-24
 4.58000E+00   2.00909E-10   2.48390E-12   7.23084E-17   1.57692E-13   1.76391E-13   8.91363E-13   7.93279E-14   9.60858E-14   5.40944E-13   1.02096E-15   5.82645E-25   9.25893E-25   1.45197E-23   2.30216E-25   5.04363E-25   7.58563E-24   6.67632E-26   4.37733E-21   9.78529E-23   6.30458E-27   1.22028E-28   2.06328E-20   6.71814E-28   2.02409E-24
 4.58400E+00   2.09653E-10   2.67702E-12   8.45773E-17   1.56544E-13   1.75332E-13   8.85539E-13   7.86419E-14   9.54244E-14   5.36822E-13   1.12942E-15   5.83258E-25   9.28848E-25   1.45513E-23   2.29998E-25   5.05525E-25   7.58951E-24   7.38556E-26   4.56783E-21   1.05461E-22   7.37431E-27   1.23258E-28   2.11928E-20   6.71723E-28   2.25674E-24
 4.58800E+00   2.18700E-10   2.88333E-12   9.87897E-17   1.55404E-13   1.74279E-13   8.79749E-13   7.79613E-14   9.47675E-14   5.32728E-13   1.24810E-15   5.83867E-25   9.31813E-25   1.45830E-23   2.29777E-25   5.06691E-25   7.59332E-24   8.16164E-26   4.76495E-21   1.13588E-22   8.61348E-27   1.24485E-28   2.17622E-20   6.71610E-28   2.51348E-24
 4.59200E+00   2.28057E-10   3.10359E-12   1.15230E-16   1.54271E-13   1.73232E-13   8.73994E-13   7.72860E-14   9.41151E-14   5.28663E-13   1.37783E-15   5.84470E-25   9.34787E-25   1.46146E-23   2.29555E-25   5.07859E-25   7.59706E-24   9.00999E-26   4.96883E-21   1.22265E-22   1.00470E-26   1.25708E-28   2.23410E-20   6.71474E-28   2.79651E-24
 4.59600E+00   2.37733E-10   3.33860E-12   1.34223E-16   1.53145E-13   1.72192E-13   8.68272E-13   7.66160E-14   9.34672E-14   5.24625E-13   1.51950E-15   5.85069E-25   9.37771E-25   1.46462E-23   2.29330E-25   5.09030E-25   7.60074E-24   9.93638E-26   5.17964E-21   1.31523E-22   1.17029E-26   1.26927E-28   2.29292E-20   6.71315E-28   3.10820E-24
 4.60000E+00   2.47734E-10   3.58919E-12   1.56133E-16   1.52027E-13   1.71158E-13   8.62585E-13   7.59512E-14   9.28238E-14   5.20614E-13   1.67403E-15   5.85663E-25   9.40764E-25   1.46778E-23   2.29103E-25   5.10203E-25   7.60436E-24   1.09469E-25   5.39755E-21   1.41395E-22   1.36132E-26   1.28143E-28   2.35268E-20   6.71134E-28   3.45110E-24
 4.60400E+00   2.58069E-10   3.85624E-12   1.81375E-16   1.50916E-13   1.70130E-13   8.56932E-13   7.52916E-14   9.21848E-14   5.16631E-13   1.84244E-15   5.86252E-25   9.43767E-25   1.47094E-23   2.28874E-25   5.11379E-25   7.60791E-24   1.20482E-25   5.62270E-21   1.51916E-22   1.58141E-26   1.29354E-28   2.41337E-20   6.70931E-28   3.82794E-24
 4.60800E+00   2.68743E-10   4.14065E-12   2.10416E-16   1.49812E-13   1.69108E-13   8.51312E-13   7.46371E-14   9.15502E-14   5.12676E-13   2.02577E-15   5.86836E-25   9.46779E-25   1.47409E-23   2.28643E-25   5.12558E-25   7.61139E-24   1.32471E-25   5.85527E-21   1.63120E-22   1.83462E-26   1.30560E-28   2.47500E-20   6.70706E-28   4.24167E-24
 4.61200E+00   2.79765E-10   4.44337E-12   2.43785E-16   1.48716E-13   1.68093E-13   8.45726E-13   7.39878E-14   9.09200E-14   5.08747E-13   2.22516E-15   5.87416E-25   9.49801E-25   1.47725E-23   2.28409E-25   5.13740E-25   7.61481E-24   1.45509E-25   6.09542E-21   1.75045E-22   2.12556E-26   1.31762E-28   2.53756E-20   6.70459E-28   4.69543E-24
 4.61600E+00   2.91143E-10   4.76539E-12   2.82075E-16   1.47626E-13   1.67083E-13   8.40173E-13   7.33436E-14   9.02941E-14   5.04846E-13   2.44179E-15   5.87990E-25   9.52833E-25   1.48040E-23   2.28173E-25   5.14924E-25   7.61817E-24   1.59675E-25   6.34332E-21   1.87731E-22   2.45941E-26   1.32959E-28   2.60105E-20   6.70190E-28   5.19261E-24
 4.62000E+00   3.02885E-10   5.10774E-12   3.25955E-16   1.46544E-13   1.66080E-13   8.34653E-13   7.27045E-14   8.96725E-14   5.00971E-13   2.67693E-15   5.88559E-25   9.55874E-25   1.48355E-23   2.27936E-25   5.16111E-25   7.62146E-24   1.75051E-25   6.59914E-21   2.01218E-22   2.84200E-26   1.34151E-28   2.66547E-20   6.69900E-28   5.73682E-24
 4.62400E+00   3.14997E-10   5.47149E-12   3.76176E-16   1.45468E-13   1.65083E-13   8.29166E-13   7.20704E-14   8.90552E-14   4.97123E-13   2.93190E-15   5.89123E-25   9.58925E-25   1.48670E-23   2.27696E-25   5.17301E-25   7.62468E-24   1.91725E-25   6.86304E-21   2.15548E-22   3.27989E-26   1.35338E-28   2.73081E-20   6.69589E-28   6.33192E-24
 4.62800E+00   3.27488E-10   5.85777E-12   4.33582E-16   1.44400E-13   1.64091E-13   8.23712E-13   7.14412E-14   8.84422E-14   4.93301E-13   3.20812E-15   5.89682E-25   9.61986E-25   1.48984E-23   2.27453E-25   5.18493E-25   7.62783E-24   2.09787E-25   7.13519E-21   2.30765E-22   3.78041E-26   1.36519E-28   2.79707E-20   6.69257E-28   6.98206E-24
 4.63200E+00   3.40366E-10   6.26772E-12   4.99116E-16   1.43338E-13   1.63106E-13   8.18290E-13   7.08171E-14   8.78333E-14   4.89506E-13   3.50706E-15   5.90235E-25   9.65057E-25   1.49299E-23   2.27209E-25   5.19688E-25   7.63092E-24   2.29336E-25   7.41576E-21   2.46915E-22   4.35180E-26   1.37695E-28   2.86425E-20   6.68903E-28   7.69162E-24
 4.63600E+00   3.53637E-10   6.70256E-12   5.73836E-16   1.42284E-13   1.62126E-13   8.12901E-13   7.01978E-14   8.72287E-14   4.85737E-13   3.83029E-15   5.90784E-25   9.68137E-25   1.49613E-23   2.26963E-25   5.20886E-25   7.63395E-24   2.50472E-25   7.70492E-21   2.64046E-22   5.00329E-26   1.38865E-28   2.93234E-20   6.68530E-28   8.46532E-24
 4.64000E+00   3.67311E-10   7.16353E-12   6.58924E-16   1.41236E-13   1.61153E-13   8.07544E-13   6.95835E-14   8.66282E-14   4.81993E-13   4.17945E-15   5.91327E-25   9.71227E-25   1.49926E-23   2.26714E-25   5.22087E-25   7.63690E-24   2.73305E-25   8.00284E-21   2.82206E-22   5.74516E-26   1.40028E-28   3.00133E-20   6.68136E-28   9.30814E-24
 4.64400E+00   3.81396E-10   7.65195E-12   7.55698E-16   1.40195E-13   1.60185E-13   8.02219E-13   6.89739E-14   8.60319E-14   4.78276E-13   4.55628E-15   5.91865E-25   9.74327E-25   1.50240E-23   2.26463E-25   5.23291E-25   7.63979E-24   2.97947E-25   8.30970E-21   3.01447E-22   6.58894E-26   1.41186E-28   3.07123E-20   6.67721E-28   1.02254E-23
 4.64800E+00   3.95898E-10   8.16915E-12   8.65629E-16   1.39161E-13   1.59223E-13   7.96926E-13   6.83693E-14   8.54396E-14   4.74584E-13   4.96259E-15   5.92398E-25   9.77437E-25   1.50553E-23   2.26210E-25   5.24497E-25   7.64261E-24   3.24517E-25   8.62567E-21   3.21822E-22   7.54743E-26   1.42338E-28   3.14202E-20   6.67287E-28   1.12228E-23
 4.65200E+00   4.10825E-10   8.71654E-12   9.90355E-16   1.38134E-13   1.58267E-13   7.91664E-13   6.77694E-14   8.48515E-14   4.70918E-13   5.40029E-15   5.92925E-25   9.80557E-25   1.50866E-23   2.25955E-25   5.25706E-25   7.64536E-24   3.53139E-25   8.95091E-21   3.43386E-22   8.63492E-26   1.43483E-28   3.21371E-20   6.66832E-28   1.23062E-23
 4.65600E+00   4.26187E-10   9.29557E-12   1.13170E-15   1.37113E-13   1.57316E-13   7.86434E-13   6.71742E-14   8.42674E-14   4.67277E-13   5.87137E-15   5.93448E-25   9.83687E-25   1.51179E-23   2.25698E-25   5.26918E-25   7.64805E-24   3.83944E-25   9.28561E-21   3.66197E-22   9.86728E-26   1.44621E-28   3.28627E-20   6.66358E-28   1.34821E-23
 4.66000E+00   4.41991E-10   9.90774E-12   1.29168E-15   1.36099E-13   1.56371E-13   7.81235E-13   6.65838E-14   8.36873E-14   4.63662E-13   6.37792E-15   5.93964E-25   9.86826E-25   1.51492E-23   2.25439E-25   5.28133E-25   7.65067E-24   4.17069E-25   9.62993E-21   3.90313E-22   1.12622E-25   1.45752E-28   3.35972E-20   6.65865E-28   1.47572E-23
 4.66400E+00   4.58244E-10   1.05546E-11   1.47255E-15   1.35092E-13   1.55432E-13   7.76067E-13   6.59980E-14   8.31112E-14   4.60071E-13   6.92213E-15   5.94476E-25   9.89976E-25   1.51804E-23   2.25178E-25   5.29350E-25   7.65322E-24   4.52656E-25   9.98404E-21   4.15797E-22   1.28391E-25   1.46877E-28   3.43403E-20   6.65352E-28   1.61386E-23
 4.66800E+00   4.74954E-10   1.12378E-11   1.67678E-15   1.34091E-13   1.54499E-13   7.70930E-13   6.54170E-14   8.25390E-14   4.56505E-13   7.50629E-15   5.94982E-25   9.93136E-25   1.52116E-23   2.24914E-25   5.30570E-25   7.65570E-24   4.90856E-25   1.03481E-20   4.42710E-22   1.46199E-25   1.47994E-28   3.50920E-20   6.64820E-28   1.76339E-23
 4.67200E+00   4.92131E-10   1.19589E-11   1.90715E-15   1.33097E-13   1.53571E-13   7.65824E-13   6.48405E-14   8.19708E-14   4.52965E-13   8.13277E-15   5.95482E-25   9.96306E-25   1.52427E-23   2.24649E-25   5.31793E-25   7.65811E-24   5.31823E-25   1.07224E-20   4.71119E-22   1.66285E-25   1.49104E-28   3.58523E-20   6.64269E-28   1.92510E-23
 4.67600E+00   5.09780E-10   1.27197E-11   2.16668E-15   1.32110E-13   1.52649E-13   7.60749E-13   6.42686E-14   8.14065E-14   4.49448E-13   8.80407E-15   5.95978E-25   9.99486E-25   1.52739E-23   2.24381E-25   5.33019E-25   7.66046E-24   5.75721E-25   1.11069E-20   5.01091E-22   1.88914E-25   1.50207E-28   3.66210E-20   6.63699E-28   2.09983E-23
 4.68000E+00   5.27911E-10   1.35220E-11   2.45875E-15   1.31128E-13   1.51732E-13   7.55704E-13   6.37013E-14   8.08461E-14   4.45956E-13   9.52276E-15   5.96467E-25   1.00268E-24   1.53049E-23   2.24111E-25   5.34248E-25   7.66274E-24   6.22718E-25   1.15019E-20   5.32696E-22   2.14379E-25   1.51302E-28   3.73982E-20   6.63111E-28   2.28847E-23
 4.68400E+00   5.46532E-10   1.43676E-11   2.78706E-15   1.30154E-13   1.50821E-13   7.50689E-13   6.31385E-14   8.02896E-14   4.42489E-13   1.02915E-14   5.96951E-25   1.00588E-24   1.53360E-23   2.23840E-25   5.35480E-25   7.66494E-24   6.72990E-25   1.19076E-20   5.66007E-22   2.43004E-25   1.52389E-28   3.81836E-20   6.62504E-28   2.49195E-23
 4.68800E+00   5.65650E-10   1.52583E-11   3.15570E-15   1.29186E-13   1.49915E-13   7.45704E-13   6.25802E-14   7.97369E-14   4.39045E-13   1.11132E-14   5.97430E-25   1.00909E-24   1.53670E-23   2.23566E-25   5.36714E-25   7.66708E-24   7.26720E-25   1.23242E-20   6.01098E-22   2.75146E-25   1.53469E-28   3.89772E-20   6.61880E-28   2.71125E-23
 4.69200E+00   5.85273E-10   1.61962E-11   3.56915E-15   1.28224E-13   1.49015E-13   7.40749E-13   6.20264E-14   7.91880E-14   4.35626E-13   1.19906E-14   5.97902E-25   1.01231E-24   1.53980E-23   2.23290E-25   5.37951E-25   7.66915E-24   7.84099E-25   1.27517E-20   6.38046E-22   3.11195E-25   1.54540E-28   3.97789E-20   6.61237E-28   2.94741E-23
 4.69600E+00   6.05409E-10   1.71832E-11   4.03238E-15   1.27268E-13   1.48120E-13   7.35824E-13   6.14770E-14   7.86429E-14   4.32230E-13   1.29269E-14   5.98370E-25   1.01554E-24   1.54290E-23   2.23012E-25   5.39191E-25   7.67115E-24   8.45321E-25   1.31904E-20   6.76929E-22   3.51584E-25   1.55603E-28   4.05885E-20   6.60577E-28   3.20150E-23
 4.70000E+00   6.26066E-10   1.82215E-11   4.55080E-15   1.26319E-13   1.47230E-13   7.30929E-13   6.09320E-14   7.81015E-14   4.28858E-13   1.39250E-14   5.98831E-25   1.01878E-24   1.54599E-23   2.22732E-25   5.40434E-25   7.67308E-24   9.10593E-25   1.36405E-20   7.17831E-22   3.96785E-25   1.56658E-28   4.14061E-20   6.59899E-28   3.47467E-23
 4.70400E+00   6.47252E-10   1.93130E-11   5.13036E-15   1.25376E-13   1.46346E-13   7.26063E-13   6.03914E-14   7.75638E-14   4.25510E-13   1.49883E-14   5.99287E-25   1.02203E-24   1.54908E-23   2.22450E-25   5.41680E-25   7.67494E-24   9.80123E-25   1.41021E-20   7.60833E-22   4.47317E-25   1.57704E-28   4.22315E-20   6.59203E-28   3.76811E-23
 4.70800E+00   6.68974E-10   2.04602E-11   5.77760E-15   1.24439E-13   1.45467E-13   7.21227E-13   5.98551E-14   7.70299E-14   4.22185E-13   1.61200E-14   5.99737E-25   1.02529E-24   1.55216E-23   2.22166E-25   5.42929E-25   7.67673E-24   1.05413E-24   1.45754E-20   8.06023E-22   5.03749E-25   1.58742E-28   4.30646E-20   6.58490E-28   4.08306E-23
 4.71200E+00   6.91241E-10   2.16651E-11   6.49964E-15   1.23509E-13   1.44594E-13   7.16419E-13   5.93231E-14   7.64996E-14   4.18883E-13   1.73237E-14   6.00182E-25   1.02857E-24   1.55525E-23   2.21880E-25   5.44181E-25   7.67846E-24   1.13284E-24   1.50605E-20   8.53490E-22   5.66704E-25   1.59772E-28   4.39052E-20   6.57761E-28   4.42083E-23
 4.71600E+00   7.14059E-10   2.29301E-11   7.30429E-15   1.22584E-13   1.43725E-13   7.11640E-13   5.87954E-14   7.59730E-14   4.15604E-13   1.86028E-14   6.00620E-25   1.03185E-24   1.55832E-23   2.21592E-25   5.45435E-25   7.68011E-24   1.21649E-24   1.55577E-20   9.03325E-22   6.36862E-25   1.60792E-28   4.47533E-20   6.57014E-28   4.78279E-23
 4.72000E+00   7.37437E-10   2.42576E-11   8.20009E-15   1.21666E-13   1.42862E-13   7.06891E-13   5.82720E-14   7.54500E-14   4.12349E-13   1.99611E-14   6.01053E-25   1.03514E-24   1.56139E-23   2.21301E-25   5.46692E-25   7.68169E-24   1.30531E-24   1.60670E-20   9.55622E-22   7.14967E-25   1.61803E-28   4.56087E-20   6.56251E-28   5.17036E-23
